"","plot","year","species","uninfected_bay_ct","infected_bay_ct","tot_bay"
"1359","SCHIEK01",2010,"UMCA",0,13,13
"1360","SCHIEK01",2011,"UMCA",0,13,13
"1361","SCHIEK01",2012,"UMCA",0,13,13
"1362","SCHIEK01",2014,"UMCA",0,13,13
"1363","SDC01",2004,"UMCA",0,8,8
"1364","SDC01",2005,"UMCA",0,8,8
"1365","SDC01",2006,"UMCA",0,8,8
"1366","SDC01",2007,"UMCA",0,8,8
"1367","SDC01",2008,"UMCA",0,8,8
"1368","SDC01",2009,"UMCA",0,8,8
"1369","SDC01",2010,"UMCA",0,8,8
"1370","SDC01",2011,"UMCA",0,8,8
"1371","SDC01",2012,"UMCA",0,8,8
"1372","SDC01",2014,"UMCA",0,8,8
"1373","SDC02",2004,"UMCA",1,25,26
"1374","SDC02",2005,"UMCA",1,25,26
"1375","SDC02",2006,"UMCA",0,27,27
"1376","SDC02",2007,"UMCA",0,27,27
"1377","SDC02",2008,"UMCA",0,27,27
"1378","SDC02",2009,"UMCA",0,27,27
"1379","SDC02",2010,"UMCA",2,24,26
"1380","SDC02",2011,"UMCA",0,26,26
"1381","SDC02",2012,"UMCA",0,25,25
"1382","SDC02",2014,"UMCA",0,23,23
"1383","SDC03",2004,"UMCA",0,10,10
"1384","SDC03",2005,"UMCA",0,10,10
"1385","SDC03",2006,"UMCA",0,10,10
"1386","SDC03",2007,"UMCA",2,8,10
"1387","SDC03",2008,"UMCA",0,10,10
"1388","SDC03",2009,"UMCA",0,10,10
"1389","SDC03",2010,"UMCA",0,11,11
"1390","SDC03",2011,"UMCA",0,11,11
"1391","SDC03",2012,"UMCA",0,11,11
"1392","SDC03",2014,"UMCA",0,11,11
"1393","SDC05",2004,"UMCA",0,1,1
"1394","SDC05",2005,"UMCA",0,1,1
"1395","SDC05",2006,"UMCA",1,0,1
"1396","SDC05",2007,"UMCA",0,1,1
"1397","SDC05",2008,"UMCA",0,1,1
"1398","SDC05",2009,"UMCA",0,1,1
"1399","SDC05",2010,"UMCA",0,1,1
"1400","SDC05",2011,"UMCA",0,1,1
"1401","SDC05",2012,"UMCA",0,1,1
"1402","SDC05",2014,"UMCA",0,1,1
"1403","SDC06",2004,"UMCA",0,2,2
"1404","SDC06",2005,"UMCA",0,2,2
"1405","SDC06",2006,"UMCA",3,0,3
"1406","SDC06",2007,"UMCA",1,2,3
"1407","SDC06",2008,"UMCA",0,3,3
"1408","SDC06",2009,"UMCA",0,3,3
"1409","SDC06",2010,"UMCA",0,5,5
"1410","SDC06",2011,"UMCA",0,5,5
"1411","SDC06",2012,"UMCA",0,6,6
"1412","SDC06",2014,"UMCA",0,7,7
"1413","SECRET01",2004,"UMCA",3,2,5
"1414","SECRET01",2005,"UMCA",5,0,5
"1415","SECRET01",2006,"UMCA",5,0,5
"1416","SECRET01",2007,"UMCA",0,5,5
"1417","SECRET01",2008,"UMCA",0,5,5
"1418","SECRET01",2009,"UMCA",0,5,5
"1419","SECRET01",2010,"UMCA",3,2,5
"1420","SECRET01",2011,"UMCA",2,3,5
"1421","SECRET01",2012,"UMCA",0,5,5
"1422","SECRET01",2014,"UMCA",0,4,4
"1423","SECRET02",2004,"UMCA",12,10,22
"1424","SECRET02",2005,"UMCA",15,7,22
"1425","SECRET02",2006,"UMCA",15,6,21
"1426","SECRET02",2007,"UMCA",2,19,21
"1427","SECRET02",2008,"UMCA",0,21,21
"1428","SECRET02",2009,"UMCA",4,17,21
"1429","SECRET02",2010,"UMCA",0,20,20
"1430","SECRET02",2011,"UMCA",1,20,21
"1431","SECRET02",2012,"UMCA",0,22,22
"1432","SECRET02",2014,"UMCA",0,23,23
"1433","SECRET03",2004,"UMCA",10,5,15
"1434","SECRET03",2005,"UMCA",11,4,15
"1435","SECRET03",2006,"UMCA",12,3,15
"1436","SECRET03",2007,"UMCA",6,9,15
"1437","SECRET03",2008,"UMCA",0,15,15
"1438","SECRET03",2009,"UMCA",4,11,15
"1439","SECRET03",2010,"UMCA",0,14,14
"1440","SECRET03",2011,"UMCA",0,15,15
"1441","SECRET03",2012,"UMCA",0,15,15
"1442","SECRET03",2014,"UMCA",1,14,15
"1443","SKILE01",2004,"UMCA",1,11,12
"1444","SKILE01",2005,"UMCA",2,10,12
"1445","SKILE01",2006,"UMCA",0,12,12
"1446","SKILE01",2007,"UMCA",0,12,12
"1447","SKILE01",2008,"UMCA",0,12,12
"1448","SKILE01",2009,"UMCA",0,12,12
"1449","SKILE01",2010,"UMCA",1,11,12
"1450","SKILE01",2011,"UMCA",0,13,13
"1451","SKILE01",2012,"UMCA",0,13,13
"1452","SKILE01",2014,"UMCA",0,14,14
"1453","SPAUL01",2004,"UMCA",9,2,11
"1454","SPAUL01",2005,"UMCA",8,3,11
"1455","SPAUL01",2006,"UMCA",0,12,12
"1456","SPAUL01",2007,"UMCA",0,12,12
"1457","SPAUL01",2008,"UMCA",1,11,12
"1458","SPAUL01",2009,"UMCA",1,11,12
"1459","SPAUL01",2010,"UMCA",0,12,12
"1460","SPAUL01",2011,"UMCA",0,13,13
"1461","SPAUL01",2012,"UMCA",0,14,14
"1462","SPAUL01",2014,"UMCA",0,13,13
"1463","SPAUL02",2004,"UMCA",0,2,2
"1464","SPAUL02",2005,"UMCA",1,1,2
"1465","SPAUL02",2006,"UMCA",0,2,2
"1466","SPAUL02",2007,"UMCA",0,2,2
"1467","SPAUL02",2008,"UMCA",0,2,2
"1468","SPAUL02",2009,"UMCA",0,2,2
"1469","SPAUL02",2010,"UMCA",0,2,2
"1470","SPAUL02",2011,"UMCA",0,2,2
"1471","SPAUL02",2012,"UMCA",0,2,2
"1472","SPAUL02",2014,"UMCA",0,1,1
"1473","SPIVY01",2004,"UMCA",3,1,4
"1474","SPIVY01",2005,"UMCA",4,0,4
"1475","SPIVY01",2006,"UMCA",0,4,4
"1476","SPIVY01",2007,"UMCA",0,4,4
"1477","SPIVY01",2008,"UMCA",0,4,4
"1478","SPIVY01",2009,"UMCA",0,4,4
"1479","SPIVY01",2010,"UMCA",0,4,4
"1480","SPIVY01",2011,"UMCA",0,4,4
"1481","SPIVY01",2012,"UMCA",0,4,4
"1482","SPIVY01",2014,"UMCA",0,4,4
"1483","STATE123",2004,"UMCA",3,1,4
"1484","STATE123",2005,"UMCA",4,0,4
"1485","STATE123",2006,"UMCA",2,2,4
"1486","STATE123",2007,"UMCA",1,3,4
"1487","STATE123",2008,"UMCA",0,3,3
"1488","STATE123",2009,"UMCA",0,3,3
"1489","STATE123",2010,"UMCA",0,3,3
"1490","STATE123",2011,"UMCA",0,3,3
"1491","STATE123",2012,"UMCA",0,3,3
"1492","STATE123",2014,"UMCA",1,3,4
"1493","SUGAR01",2004,"UMCA",5,8,13
"1494","SUGAR01",2005,"UMCA",11,2,13
"1495","SUGAR01",2006,"UMCA",10,2,13
"1496","SUGAR01",2007,"UMCA",0,13,13
"1497","SUGAR01",2008,"UMCA",0,13,13
"1498","SUGAR01",2009,"UMCA",1,12,13
"1499","SUGAR01",2010,"UMCA",1,12,13
"1500","SUGAR01",2011,"UMCA",0,13,13
"1501","SUGAR01",2012,"UMCA",2,12,14
"1502","SUGAR01",2014,"UMCA",2,12,14
"1503","SUGAR02",2004,"UMCA",3,8,11
"1504","SUGAR04",2004,"UMCA",2,10,12
"1505","SUGAR04",2005,"UMCA",6,6,12
"1506","SUGAR04",2006,"UMCA",10,2,12
"1507","SUGAR04",2007,"UMCA",0,11,11
"1508","SUGAR04",2008,"UMCA",0,11,11
"1509","SUGAR04",2009,"UMCA",0,11,11
"1510","SUGAR04",2010,"UMCA",0,11,11
"1511","SUGAR04",2011,"UMCA",0,11,11
"1512","SUGAR04",2012,"UMCA",0,11,11
"1513","SUGAR04",2014,"UMCA",0,11,11
"1514","SUGAR05",2004,"UMCA",1,5,6
"1515","SUGAR05",2005,"UMCA",0,6,6
"1516","SUGAR05",2006,"UMCA",0,6,6
"1517","SUGAR05",2007,"UMCA",0,6,6
"1518","SUGAR05",2008,"UMCA",0,6,6
"1519","SUGAR05",2009,"UMCA",2,4,6
"1520","SUGAR05",2010,"UMCA",0,6,6
"1521","SUGAR05",2011,"UMCA",0,7,7
"1522","SUGAR05",2012,"UMCA",0,7,7
"1523","SUGAR05",2014,"UMCA",0,7,7
"1524","SUGAR07",2004,"UMCA",6,10,16
"1525","SUGAR07",2005,"UMCA",6,11,17
"1526","SUGAR07",2006,"UMCA",0,16,16
"1527","SUGAR07",2007,"UMCA",0,16,16
"1528","SUGAR07",2008,"UMCA",0,16,16
"1529","SUGAR07",2009,"UMCA",0,16,16
"1530","SUGAR07",2010,"UMCA",0,14,14
"1531","SUGAR07",2011,"UMCA",0,15,15
"1532","SUGAR07",2012,"UMCA",0,15,15
"1533","SUGAR07",2014,"UMCA",0,15,15
"1534","SUGAR08",2005,"UMCA",7,18,25
"1535","SUGAR08",2006,"UMCA",14,11,25
"1536","SUGAR08",2007,"UMCA",0,25,25
"1537","SUGAR08",2008,"UMCA",0,25,25
"1538","SUGAR08",2009,"UMCA",1,25,26
"1539","SUGAR08",2010,"UMCA",0,28,28
"1540","SUGAR08",2011,"UMCA",0,25,25
"1541","SUGAR08",2012,"UMCA",0,26,26
"1542","SUGAR08",2014,"UMCA",0,29,29
"1543","SUGAR09",2004,"UMCA",4,4,8
"1544","SUGAR09",2005,"UMCA",6,2,8
"1545","SUGAR09",2006,"UMCA",1,7,8
"1546","SUGAR09",2007,"UMCA",0,8,8
"1547","SUGAR09",2008,"UMCA",0,9,9
"1548","SUGAR09",2009,"UMCA",1,7,8
"1549","SUGAR09",2010,"UMCA",2,5,7
"1550","SUGAR09",2011,"UMCA",2,5,7
"1551","SUGAR09",2012,"UMCA",0,6,6
"1552","SUGAR09",2014,"UMCA",0,7,7
"1553","SUGAR11",2004,"UMCA",0,3,3
"1554","SUGAR11",2005,"UMCA",0,3,3
"1555","SUGAR11",2006,"UMCA",0,3,3
"1556","SUGAR11",2007,"UMCA",0,3,3
"1557","SUGAR11",2008,"UMCA",0,3,3
"1558","SUGAR11",2009,"UMCA",0,3,3
"1559","SUGAR11",2010,"UMCA",0,3,3
"1560","SUGAR11",2011,"UMCA",0,3,3
"1561","SUGAR11",2012,"UMCA",0,3,3
"1562","SUGAR11",2014,"UMCA",0,3,3
"1563","SUGAR12",2004,"UMCA",10,3,13
"1564","SUGAR12",2005,"UMCA",10,6,16
"1565","SUGAR12",2006,"UMCA",5,11,16
"1566","SUGAR12",2007,"UMCA",0,16,16
"1567","SUGAR12",2008,"UMCA",0,16,16
"1568","SUGAR12",2009,"UMCA",0,16,16
"1569","SUGAR12",2010,"UMCA",1,19,20
"1570","SUGAR12",2011,"UMCA",0,17,17
"1571","SUGAR12",2012,"UMCA",0,20,20
"1572","SUGAR12",2014,"UMCA",0,19,19
"1573","SUGAR13",2004,"UMCA",0,22,22
"1574","SUGAR13",2005,"UMCA",0,23,23
"1575","SUGAR13",2006,"UMCA",0,23,23
"1576","SUGAR13",2007,"UMCA",0,22,22
"1577","SUGAR13",2008,"UMCA",1,21,23
"1578","SUGAR13",2009,"UMCA",0,22,24
"1579","SUGAR13",2010,"UMCA",0,22,25
"1580","SUGAR13",2011,"UMCA",0,22,23
"1581","SUGAR13",2012,"UMCA",0,25,25
"1582","SUGAR13",2014,"UMCA",2,17,19
"1583","SUGAR15",2004,"UMCA",2,28,30
"1584","SUGAR15",2005,"UMCA",4,26,30
"1585","SUGAR15",2006,"UMCA",0,30,30
"1586","SUGAR15",2007,"UMCA",0,31,31
"1587","SUGAR15",2008,"UMCA",0,31,31
"1588","SUGAR15",2009,"UMCA",1,30,31
"1589","SUGAR15",2010,"UMCA",0,34,34
"1590","SUGAR15",2011,"UMCA",0,33,34
"1591","SUGAR15",2012,"UMCA",0,34,34
"1592","SUGAR15",2014,"UMCA",2,29,31
"1593","SUGAR16",2004,"UMCA",0,37,37
"1594","SUGAR16",2005,"UMCA",2,36,38
"1595","SUGAR16",2006,"UMCA",0,37,37
"1596","SUGAR16",2007,"UMCA",0,36,37
"1597","SUGAR16",2008,"UMCA",0,36,37
"1598","SUGAR16",2009,"UMCA",1,35,37
"1599","SUGAR16",2010,"UMCA",1,33,34
"1600","SUGAR16",2011,"UMCA",0,37,37
"1601","SUGAR16",2012,"UMCA",0,36,36
"1602","SUGAR16",2014,"UMCA",0,38,38
"1603","SUGAR17",2004,"UMCA",5,13,18
"1604","SUGAR17",2005,"UMCA",11,7,18
"1605","SUGAR17",2006,"UMCA",4,14,18
"1606","SUGAR17",2007,"UMCA",1,17,18
"1607","SUGAR17",2008,"UMCA",0,18,18
"1608","SUGAR17",2009,"UMCA",0,18,18
"1609","SUGAR17",2010,"UMCA",0,18,18
"1610","SUGAR17",2011,"UMCA",0,17,17
"1611","SUGAR17",2012,"UMCA",0,16,16
"1612","SUGAR17",2014,"UMCA",0,16,16
"1613","SUGAR18",2004,"UMCA",6,20,26
"1614","SUGAR18",2005,"UMCA",7,19,26
"1615","SUGAR18",2006,"UMCA",2,24,26
"1616","SUGAR18",2007,"UMCA",0,26,26
"1617","SUGAR18",2008,"UMCA",0,26,26
"1618","SUGAR18",2009,"UMCA",8,19,27
"1619","SUGAR18",2010,"UMCA",0,27,27
"1620","SUGAR18",2011,"UMCA",0,26,26
"1621","SUGAR18",2012,"UMCA",0,28,28
"1622","SUGAR18",2014,"UMCA",0,28,28
"1623","SUGAR19",2004,"UMCA",6,13,19
"1624","SUGAR19",2005,"UMCA",5,15,20
"1625","SUGAR19",2006,"UMCA",3,17,20
"1626","SUGAR19",2007,"UMCA",0,19,20
"1627","SUGAR19",2008,"UMCA",0,19,20
"1628","SUGAR19",2009,"UMCA",0,20,20
"1629","SUGAR19",2010,"UMCA",0,21,21
"1630","SUGAR19",2011,"UMCA",1,19,21
"1631","SUGAR19",2012,"UMCA",0,21,21
"1632","SUGAR19",2014,"UMCA",0,22,22
"1633","SUGAR21",2004,"UMCA",26,21,47
"1634","SUGAR21",2005,"UMCA",30,17,47
"1635","SUGAR21",2006,"UMCA",12,34,46
"1636","SUGAR21",2007,"UMCA",1,45,46
"1637","SUGAR21",2008,"UMCA",0,45,45
"1638","SUGAR21",2009,"UMCA",2,44,47
"1639","SUGAR21",2010,"UMCA",0,47,48
"1640","SUGAR21",2011,"UMCA",1,47,49
"1641","SUGAR21",2012,"UMCA",0,50,50
"1642","SUGAR21",2014,"UMCA",1,48,49
"1643","SUGAR23",2004,"UMCA",0,5,5
"1644","SUGAR23",2005,"UMCA",3,3,6
"1645","SUGAR23",2006,"UMCA",3,3,6
"1646","SUGAR23",2007,"UMCA",0,6,6
"1647","SUGAR23",2008,"UMCA",0,6,6
"1648","SUGAR23",2009,"UMCA",2,4,6
"1649","SUGAR23",2010,"UMCA",0,6,6
"1650","SUGAR23",2011,"UMCA",0,6,6
"1651","SUGAR23",2012,"UMCA",0,6,6
"1652","SUGAR23",2014,"UMCA",0,6,6
"1653","SUGAR30",2005,"UMCA",3,8,11
"1654","SUGAR30",2006,"UMCA",2,9,11
"1655","SUGAR30",2007,"UMCA",0,11,11
"1656","SUGAR30",2008,"UMCA",0,11,11
"1657","SUGAR30",2009,"UMCA",1,10,11
"1658","SUGAR30",2010,"UMCA",1,10,11
"1659","SUGAR30",2011,"UMCA",0,10,10
"1660","SUGAR30",2012,"UMCA",0,12,12
"1661","SUGAR30",2014,"UMCA",5,7,12
"1662","SUGAR31",2004,"UMCA",1,11,12
"1663","SUGAR31",2005,"UMCA",0,11,12
"1664","SUGAR31",2006,"UMCA",1,12,13
"1665","SUGAR31",2007,"UMCA",0,13,13
"1666","SUGAR31",2008,"UMCA",0,13,13
"1667","SUGAR31",2009,"UMCA",0,13,13
"1668","SUGAR31",2010,"UMCA",0,13,13
"1669","SUGAR31",2011,"UMCA",0,13,13
"1670","SUGAR31",2012,"UMCA",0,14,14
"1671","SUGAR31",2014,"UMCA",0,14,14
"1672","SUGAR32",2004,"UMCA",0,5,5
"1673","SUGAR32",2005,"UMCA",3,2,5
"1674","SUGAR32",2006,"UMCA",4,1,5
"1675","SUGAR32",2007,"UMCA",0,5,5
"1676","SUGAR32",2008,"UMCA",0,5,5
"1677","SUGAR32",2009,"UMCA",0,5,5
"1678","SUGAR32",2010,"UMCA",0,5,5
"1679","SUGAR32",2011,"UMCA",0,5,5
"1680","SUGAR32",2012,"UMCA",0,5,5
"1681","SUGAR32",2014,"UMCA",0,6,6
"1682","SUMTV02",2004,"UMCA",7,35,42
"1683","SUMTV02",2005,"UMCA",13,32,45
"1684","SUMTV02",2006,"UMCA",1,44,46
"1685","SVRP02",2004,"UMCA",1,2,3
"1686","SVRP02",2005,"UMCA",0,3,3
"1687","SVRP02",2006,"UMCA",2,1,3
"1688","SVRP02",2007,"UMCA",0,3,3
"1689","SVRP02",2008,"UMCA",0,3,3
"1690","SVRP02",2009,"UMCA",0,3,3
"1691","SVRP02",2010,"UMCA",0,3,3
"1692","SVRP02",2011,"UMCA",0,3,3
"1693","SVRP02",2012,"UMCA",0,3,3
"1694","SVRP02",2014,"UMCA",0,3,3
"1695","TELL02",2004,"UMCA",35,0,35
"1696","TELL02",2005,"UMCA",17,18,35
"1697","TELL02",2006,"UMCA",34,0,34
"1698","TELL02",2007,"UMCA",3,31,34
"1699","TELL02",2008,"UMCA",0,35,35
"1700","TELL02",2009,"UMCA",18,17,35
"1701","TELL02",2010,"UMCA",0,33,33
"1702","TELL02",2011,"UMCA",0,35,35
"1703","TELL02",2012,"UMCA",0,35,35
"1704","TELL02",2014,"UMCA",0,36,36
"1705","TELL04",2004,"UMCA",4,0,4
"1706","TELL04",2005,"UMCA",0,4,4
"1707","TELL04",2006,"UMCA",4,0,4
"1708","TELL04",2007,"UMCA",0,4,4
"1709","TELL04",2008,"UMCA",0,4,4
"1710","TELL04",2009,"UMCA",0,4,4
"1711","TELL04",2010,"UMCA",0,5,5
"1712","TELL04",2011,"UMCA",0,5,5
"1713","TELL04",2012,"UMCA",0,5,5
"1714","TELL04",2014,"UMCA",0,5,5
"1715","TERRI02",2004,"UMCA",3,21,24
"1716","TERRI02",2005,"UMCA",2,22,24
"1717","TERRI02",2006,"UMCA",0,22,24
"1718","TERRI02",2007,"UMCA",0,22,24
"1719","TERRI02",2008,"UMCA",0,21,23
"1720","TERRI02",2009,"UMCA",0,22,22
"1721","TERRI02",2010,"UMCA",0,23,23
"1722","TERRI02",2011,"UMCA",0,24,24
"1723","TERRI02",2012,"UMCA",0,24,24
"1724","TERRI02",2014,"UMCA",0,24,24
"1725","TERRI03",2011,"UMCA",0,1,1
"1726","TERRI03",2012,"UMCA",0,1,1
"1727","TERRI03",2014,"UMCA",0,1,1
"1728","VOTRU01",2004,"UMCA",2,5,7
"1729","VOTRU01",2005,"UMCA",2,5,7
"1730","VOTRU01",2006,"UMCA",1,8,9
"1731","VOTRU01",2007,"UMCA",0,9,9
"1732","VOTRU01",2008,"UMCA",0,9,9
"1733","VOTRU01",2009,"UMCA",0,9,9
"1734","VOTRU01",2010,"UMCA",0,10,10
"1735","VOTRU01",2011,"UMCA",0,10,10
"1736","WATKI01",2004,"UMCA",3,11,14
"1737","WATKI01",2005,"UMCA",2,14,16
"1738","WATKI01",2006,"UMCA",14,2,16
"1739","WATKI01",2007,"UMCA",0,16,16
"1740","WATKI01",2008,"UMCA",0,16,16
"1741","WATKI01",2009,"UMCA",0,16,16
"1742","WATKI01",2010,"UMCA",0,16,16
"1743","WATKI01",2011,"UMCA",0,16,16
"1744","WATKI01",2012,"UMCA",0,16,16
"1745","WATKI01",2014,"UMCA",0,17,17
"1746","YAHNG01",2004,"UMCA",1,4,5
"1747","YAHNG01",2005,"UMCA",0,5,5
"1748","YAHNG01",2006,"UMCA",0,5,5
"1749","YAHNG01",2007,"UMCA",0,5,5
"1750","YAHNG01",2008,"UMCA",0,5,5
"1751","YAHNG01",2009,"UMCA",0,5,5
"1752","YAHNG01",2010,"UMCA",0,5,5
"1753","YAHNG01",2011,"UMCA",0,5,5
"1754","YAHNG01",2012,"UMCA",0,5,5
"1755","YAHNG01",2014,"UMCA",0,5,5
"1756","YAHNG02",2004,"UMCA",0,1,1
"1757","YAHNG02",2005,"UMCA",0,1,1
"1758","YAHNG02",2006,"UMCA",0,1,1
"1759","YAHNG02",2007,"UMCA",0,1,1
"1760","YAHNG02",2008,"UMCA",0,1,1
"1761","YAHNG02",2009,"UMCA",0,1,1
"1762","YAHNG02",2010,"UMCA",0,0,1
"1763","YAHNG02",2011,"UMCA",0,1,1
"1764","YAHNG02",2012,"UMCA",0,1,1
"1765","YAHNG02",2014,"UMCA",0,1,1
"1766","YAHNG03",2004,"UMCA",0,6,6
"1767","YAHNG03",2005,"UMCA",0,6,6
"1768","YAHNG03",2006,"UMCA",0,7,7
"1769","YAHNG03",2007,"UMCA",0,7,7
"1770","YAHNG03",2008,"UMCA",0,7,7
"1771","YAHNG03",2009,"UMCA",0,7,7
"1772","YAHNG03",2010,"UMCA",0,7,7
"1773","YAHNG03",2011,"UMCA",0,7,7
"1774","YAHNG03",2012,"UMCA",0,7,7
"1775","YAHNG03",2014,"UMCA",0,8,8
"1776","ZEN01",2004,"UMCA",0,4,4
"1777","ZEN01",2005,"UMCA",1,3,4
"1778","ZEN01",2006,"UMCA",0,5,5
"1779","ZEN01",2007,"UMCA",0,5,5
"1780","ZEN01",2008,"UMCA",0,5,5
"1781","ZEN01",2009,"UMCA",0,5,5
"1782","ZEN01",2010,"UMCA",0,5,5
"1783","ZEN01",2011,"UMCA",0,5,5
"1784","ZEN01",2012,"UMCA",0,5,5
"1785","ZEN01",2014,"UMCA",0,5,5
"1786","ZEN02",2004,"UMCA",0,18,18
"1787","ZEN02",2005,"UMCA",1,17,18
"1788","ZEN02",2006,"UMCA",0,18,18
"1789","ZEN02",2007,"UMCA",1,17,18
"1790","ZEN02",2008,"UMCA",0,17,17
"1791","ZEN02",2009,"UMCA",0,18,18
"1792","ZEN02",2010,"UMCA",0,17,17
"1793","ZEN02",2011,"UMCA",0,18,18
"1794","ZEN02",2012,"UMCA",0,18,18
"1795","ZEN02",2014,"UMCA",0,18,18
