"","PlotID","Species","year","live_count","live_avg_dbh","live_tot_dbh","dead_count","dead_avg_dbh","dead_tot_dbh"
"293","JLSP16","arme",2014,15,11.7333333333333,176,1,6.1,6.1
"294","JLSP17","aeca",2004,4,16.375,65.5,NA,NA,NA
"295","JLSP17","aeca",2014,3,18.2333333333333,54.7,NA,NA,NA
"296","JLSP17","quga",2004,4,27.325,109.3,NA,NA,NA
"297","JLSP17","quga",2014,2,29.05,58.1,NA,NA,NA
"298","JOHNS01","psme",2004,3,88.9,266.7,NA,NA,NA
"299","JOHNS01","psme",2014,3,94.9,284.7,1,58.1,58.1
"300","JOHNS02","acma",2004,2,31.35,62.7,NA,NA,NA
"301","JOHNS02","acma",2014,2,37.25,74.5,NA,NA,NA
"302","JOHNS02","psme",2004,2,38.3,76.6,NA,NA,NA
"303","JROTH01","aeca",2004,1,11,11,NA,NA,NA
"304","JROTH02","quga",2004,4,25.3825,101.53,NA,NA,NA
"305","JROTH02","quga",2014,3,40.4333333333333,121.3,NA,NA,NA
"306","JROTH04","quga",2014,12,35.8083333333333,429.7,NA,NA,NA
"307","KLASS01","aeca",2004,3,13.0666666666667,39.2,NA,NA,NA
"308","KLASS01","aeca",2014,4,18,72,NA,NA,NA
"309","KLASS01","quga",2004,1,24.1,24.1,NA,NA,NA
"310","KUNDE03","psme",2004,1,6.1,6.1,NA,NA,NA
"311","KUNDE03","psme",2014,3,12.1666666666667,36.5,NA,NA,NA
"312","KUNDE04","hear",2004,1,5.6,5.6,NA,NA,NA
"313","KUNDE04","quga",2004,6,20.6833333333333,124.1,NA,NA,NA
"314","KUNDE04","quga",2014,4,34.3,137.2,NA,NA,NA
"315","LARS01","arcto sp.",2004,2,6.6,13.2,NA,NA,NA
"316","LARS01","arcto sp.",2014,2,10.15,20.3,3,6.2,18.6
"317","LARS01","arme",2004,16,16.24375,259.9,NA,NA,NA
"318","LARS01","arme",2014,12,17.175,206.1,5,11.84,59.2
"319","LARS01","hear",2014,1,5.2,5.2,NA,NA,NA
"320","LARS01","psme",2004,1,11.4,11.4,NA,NA,NA
"321","LARS01","psme",2014,1,17.3,17.3,NA,NA,NA
"322","LARS01","quga",2014,1,17.3,17.3,NA,NA,NA
"323","LAZY04","arme",2004,2,23.45,46.9,NA,NA,NA
"324","LAZY04","arme",2014,2,28.1,56.2,NA,NA,NA
"325","LAZY05","quga",2004,1,58.6,58.6,NA,NA,NA
"326","LINS01","quga",2003,3,27.7,83.1,NA,NA,NA
"327","LINS01","quga",2004,2,23.55,47.1,NA,NA,NA
"328","LINS01","rhca",2003,2,6.2,12.4,NA,NA,NA
"329","MACKI01","qudo",2004,14,20.8785714285714,292.3,NA,NA,NA
"330","MACKI01","qudo",2014,14,20.6071428571429,288.5,NA,NA,NA
"331","MCCOR01","arme",2004,1,50,50,NA,NA,NA
"332","MCCOR01","psme",2014,1,14.6,14.6,NA,NA,NA
"333","MCCOR01","quga",2004,1,102.2,102.2,NA,NA,NA
"334","MCCOR01","quga",2014,1,104.4,104.4,NA,NA,NA
"335","MCCOR02","quga",2004,5,33.6,168,NA,NA,NA
"336","MCCOR02","quga",2014,7,34.3857142857143,240.7,NA,NA,NA
"337","MCCOR05","quga",2014,1,31.9,31.9,NA,NA,NA
"338","MCNEIL01","arme",2005,12,14.3916666666667,172.7,NA,NA,NA
"339","MCNEIL01","psme",2005,2,14.95,29.9,NA,NA,NA
"340","MCNEIL01","sese",2005,13,33.0615384615385,429.8,NA,NA,NA
"341","MESCH01","quercus sp.",2003,7,17.6428571428571,123.5,NA,NA,NA
"342","MESCH01","quga",2014,5,19.26,96.3,NA,NA,NA
"343","MITSU01","quga",2004,2,72,144,NA,NA,NA
"344","MITSU01","quga",2014,2,72.85,145.7,NA,NA,NA
"345","MITSU02","quga",2003,4,33.925,135.7,NA,NA,NA
"346","MITSU02","quga",2004,4,31.775,127.1,NA,NA,NA
"347","MITSU04","aeca",2004,2,22.75,45.5,NA,NA,NA
"348","MOREL01","aeca",2004,2,29.15,58.3,NA,NA,NA
"349","MOREL01","aeca",2014,3,24.8666666666667,74.6,NA,NA,NA
"350","MOREL01","quga",2004,4,34.075,136.3,NA,NA,NA
"351","MOREL01","quga",2014,2,47.25,94.5,2,21.85,43.7
"352","MROTH01","quga",2004,1,36.1,36.1,NA,NA,NA
"353","MROTH01","quga",2014,1,36.9,36.9,NA,NA,NA
"354","MROTH02","quga",2004,5,36.68,183.4,NA,NA,NA
"355","MROTH02","quga",2014,5,38.66,193.3,NA,NA,NA
"356","MROTH03","quga",2004,6,36.6333333333333,219.8,NA,NA,NA
"357","MROTH03","quga",2014,3,44.7333333333333,134.2,1,23,23
"358","MUTTE01","arcto sp.",2014,1,6.8,6.8,1,6,6
"359","MUTTE01","pisa",2004,12,17.725,212.7,NA,NA,NA
"360","MUTTE01","pisa",2014,11,21.2272727272727,233.5,NA,NA,NA
"361","MUTTE02","arme",2004,6,28.55,171.3,NA,NA,NA
"362","MUTTE02","arme",2014,3,29.6666666666667,89,6,17.5333333333333,105.2
"363","MUTTE02","psme",2004,7,27.1285714285714,189.9,NA,NA,NA
"364","MUTTE02","psme",2014,7,41.2571428571429,288.8,2,53.4,106.8
"365","NELSO01","aeca",2004,1,5,5,NA,NA,NA
"366","NELSO01","aeca",2014,2,5.85,11.7,NA,NA,NA
"367","NELSO01","arme",2014,1,5.2,5.2,NA,NA,NA
"368","NELSO01","hear",2004,2,6.45,12.9,NA,NA,NA
"369","NELSO01","hear",2014,2,5.95,11.9,1,5.8,5.8
"370","NELSO02","arcto sp.",2014,1,5.7,5.7,NA,NA,NA
"371","NELSO02","hear",2014,1,7.3,7.3,NA,NA,NA
"372","OTELL01","arcto sp.",2004,1,6.8,6.8,NA,NA,NA
"373","OTELL01","arcto sp.",2014,1,7.6,7.6,NA,NA,NA
"374","OTELL01","arme",2004,2,6.45,12.9,NA,NA,NA
"375","OTELL01","arme",2014,2,7.75,15.5,NA,NA,NA
"376","OTELL01","quga",2004,9,29.4555555555556,265.1,NA,NA,NA
"377","OTELL01","quga",2014,8,30.675,245.4,NA,NA,NA
"378","OTELL01","unknown sp. 1",2014,1,6.5,6.5,NA,NA,NA
"379","PARDI01","hear",2004,4,14.175,56.7,NA,NA,NA
"380","PARDI01","hear",2014,3,15.5333333333333,46.6,1,12.9,12.9
"381","PARSO01","aeca",2004,4,5.825,23.3,NA,NA,NA
"382","PARSO01","aeca",2014,8,7.6,60.8,NA,NA,NA
"383","PARSO01","arcto sp.",2004,2,13.75,27.5,NA,NA,NA
"384","PARSO01","arcto sp.",2014,3,11.6,34.8,NA,NA,NA
"385","PARSO01","quga",2004,5,34.1,170.5,NA,NA,NA
"386","PARSO01","quga",2014,6,32.3333333333333,194,NA,NA,NA
"387","PETER01","quga",2004,11,33.0272727272727,363.3,NA,NA,NA
"388","PETER01","quga",2014,11,32.1454545454545,353.6,NA,NA,NA
"389","PETSN01","arme",2004,2,18.15,36.3,NA,NA,NA
"390","PETSN01","psme",2004,13,25.7,334.1,NA,NA,NA
"391","PETSN01","psme",2014,13,29.6384615384615,385.3,NA,NA,NA
"392","PFEND01","quga",2003,2,60.955,121.91,NA,NA,NA
"393","PFEND01","quga",2014,4,39.55,158.2,NA,NA,NA
"394","PHILL01","arme",2014,3,7.83333333333333,23.5,1,8.2,8.2
"395","PHILL01","frla",2004,1,8,8,NA,NA,NA
"396","PHILL01","quga",2004,22,12.5409090909091,275.9,NA,NA,NA
"397","PHILL01","quga",2014,12,13.2166666666667,158.6,1,10.4,10.4
"398","PHILL02","arcto sp.",2014,4,10.375,41.5,16,9.58125,153.3
"399","PHILL02","arma",2004,1,10.4,10.4,NA,NA,NA
"400","PHILL02","cebe",2014,2,5.3,10.6,NA,NA,NA
"401","PHILL02","hear",2014,2,6.9,13.8,NA,NA,NA
"402","PHILL02","qudo",2004,4,36.875,147.5,NA,NA,NA
"403","PHILL02","qudo",2014,2,47.2,94.4,NA,NA,NA
"404","PONTI02","psme",2004,2,13.25,26.5,NA,NA,NA
"405","PONTI02","psme",2014,2,16.9,33.8,NA,NA,NA
"406","REDDE01","quga",2005,4,33.4,133.6,NA,NA,NA
"407","REDDE01","quga",2014,3,42.3666666666667,127.1,NA,NA,NA
"408","REDDE02","aeca",2005,4,20.425,81.7,NA,NA,NA
"409","REDDE02","aeca",2014,5,17.7,88.5,NA,NA,NA
"410","REDDE02","arcto sp.",2014,4,6.075,24.3,NA,NA,NA
"411","REDDE02","arma",2005,4,5.675,22.7,NA,NA,NA
"412","REDDE02","quga",2005,1,17.2,17.2,NA,NA,NA
"413","REDDE02","quga",2014,1,20.2,20.2,NA,NA,NA
"414","SAWI01","quga",2005,3,24.2333333333333,72.7,NA,NA,NA
"415","SAWI01","quga",2014,3,24.5,73.5,NA,NA,NA
"416","SCHIEK01","quga",2004,1,27.3,27.3,NA,NA,NA
"417","SCHIEK01","quga",2014,2,24.7,49.4,2,12.85,25.7
"418","SCHIEK02","quga",2004,4,35.3,141.2,NA,NA,NA
"419","SCHIEK02","quga",2014,4,37.15,148.6,1,12.5,12.5
"420","SDC01","qulo",2004,1,45.5,45.5,NA,NA,NA
"421","SDC01","sese",2004,5,81.66,408.3,NA,NA,NA
"422","SDC01","sese",2014,4,102.25,409,3,10.4333333333333,31.3
"423","SDC02","acma",2004,4,21.025,84.1,NA,NA,NA
"424","SDC02","acma",2014,4,22.675,90.7,NA,NA,NA
"425","SDC03","arme",2014,1,5.2,5.2,NA,NA,NA
"426","SDC03","quga",2014,2,21.05,42.1,NA,NA,NA
"427","SDC03","qulo",2004,2,19.4,38.8,NA,NA,NA
"428","SDC04","arcto sp.",2014,1,14.5,14.5,3,11,33
"429","SDC04","arma",2004,2,12.4,24.8,NA,NA,NA
"430","SDC04","hear",2004,3,6.63333333333333,19.9,NA,NA,NA
"431","SDC04","hear",2014,4,9.325,37.3,NA,NA,NA
"432","SDC04","quga",2004,11,32.0545454545455,352.6,NA,NA,NA
"433","SDC04","quga",2014,5,34.5,172.5,NA,NA,NA
"434","SDC05","arcto sp.",2014,1,12.7,12.7,NA,NA,NA
"435","SDC05","arma",2004,2,11.05,22.1,NA,NA,NA
"436","SDC05","quga",2004,22,18.8136363636364,413.9,NA,NA,NA
"437","SDC05","quga",2014,21,19.6952380952381,413.6,1,9,9
"438","SDC06","prunus sp.",2004,6,7.73333333333333,46.4,NA,NA,NA
"439","SDC06","prunus sp.",2014,5,8.24,41.2,4,8.225,32.9
"440","SDC06","quga",2014,5,24.1,120.5,NA,NA,NA
"441","SDC06","qulo",2004,3,19.2666666666667,57.8,NA,NA,NA
"442","SECRET01","arma",2003,2,5.885,11.77,NA,NA,NA
"443","SECRET01","arme",2003,2,7.79,15.58,NA,NA,NA
"444","SECRET01","arme",2014,2,7.75,15.5,NA,NA,NA
"445","SECRET01","psme",2003,15,11.73,175.95,NA,NA,NA
"446","SECRET01","psme",2014,16,14.71875,235.5,NA,NA,NA
"447","SECRET02","arcto sp.",2014,2,6.35,12.7,1,5.3,5.3
"448","SECRET02","arma",2003,3,6.99666666666667,20.99,NA,NA,NA
"449","SECRET02","arme",2003,2,13.045,26.09,NA,NA,NA
"450","SECRET02","arme",2014,1,25.1,25.1,1,5.2,5.2
"451","SECRET02","psme",2003,1,16.55,16.55,NA,NA,NA
"452","SECRET02","psme",2014,1,29,29,NA,NA,NA
"453","SECRET03","arme",2003,10,18.043,180.43,NA,NA,NA
"454","SECRET03","arme",2014,8,21.875,175,3,7.06666666666667,21.2
"455","SECRET03","hear",2003,5,5.85,29.25,NA,NA,NA
"456","SECRET03","hear",2014,2,7.35,14.7,NA,NA,NA
"457","SECRET03","psme",2014,1,5.8,5.8,NA,NA,NA
"458","SKILE01","acma",2004,1,60.3,60.3,NA,NA,NA
"459","SPAUL02","psme",2004,2,7.25,14.5,NA,NA,NA
"460","SPAUL02","psme",2014,3,11.4,34.2,NA,NA,NA
"461","SPIVY01","arcto sp.",2004,2,9.4,18.8,NA,NA,NA
"462","SPIVY01","arcto sp.",2014,1,9.3,9.3,2,7.1,14.2
"463","SPIVY01","arme",2004,2,27.3,54.6,NA,NA,NA
"464","SPIVY01","arme",2014,2,27.4,54.8,NA,NA,NA
"465","SPIVY01","hear",2014,1,5.8,5.8,NA,NA,NA
"466","SPIVY01","psme",2004,1,6.7,6.7,NA,NA,NA
"467","SPIVY01","psme",2014,1,9.8,9.8,NA,NA,NA
"468","SPIVY01","quga",2004,11,28.2727272727273,311,NA,NA,NA
"469","SPIVY01","quga",2014,10,29.18,291.8,NA,NA,NA
"470","STATE123","arme",2003,4,35.85,143.4,NA,NA,NA
"471","STATE123","arme",2014,2,8.75,17.5,NA,NA,NA
"472","STATE123","psme",2003,6,51.25,307.5,NA,NA,NA
"473","STATE123","psme",2014,4,23.3,93.2,NA,NA,NA
"474","SUGAR01","arme",2004,1,5.9,5.9,NA,NA,NA
"475","SUGAR01","arme",2014,1,6,6,NA,NA,NA
"476","SUGAR01","hear",2004,1,6.8,6.8,NA,NA,NA
"477","SUGAR01","hear",2014,1,7.2,7.2,NA,NA,NA
"478","SUGAR04","hear",2004,2,5.5,11,NA,NA,NA
"479","SUGAR04","hear",2014,3,5.6,16.8,NA,NA,NA
"480","SUGAR04","pisa",2004,1,62.9,62.9,NA,NA,NA
"481","SUGAR04","pisa",2014,1,72.4,72.4,NA,NA,NA
"482","SUGAR04","qube",2004,1,6.3,6.3,NA,NA,NA
"483","SUGAR07","acma",2004,3,19,57,NA,NA,NA
"484","SUGAR07","acma",2014,2,15.6,31.2,NA,NA,NA
"485","SUGAR07","arme",2004,4,24.4,97.6,NA,NA,NA
"486","SUGAR07","arme",2014,3,29.5,88.5,1,15.6,15.6
"487","SUGAR07","psme",2004,3,7.73333333333333,23.2,NA,NA,NA
"488","SUGAR07","psme",2014,4,17.275,69.1,NA,NA,NA
"489","SUGAR08","hear",2003,1,6.68,6.68,NA,NA,NA
"490","SUGAR08","psme",2003,10,17.535,175.35,NA,NA,NA
"491","SUGAR08","psme",2014,7,19.8714285714286,139.1,1,16,16
"492","SUGAR09","arme",2004,1,9.8,9.8,NA,NA,NA
"493","SUGAR09","arme",2014,1,16.9,16.9,NA,NA,NA
"494","SUGAR09","hear",2004,1,5.5,5.5,NA,NA,NA
"495","SUGAR09","hear",2014,3,5.9,17.7,NA,NA,NA
"496","SUGAR09","psme",2004,1,25.3,25.3,NA,NA,NA
"497","SUGAR09","psme",2014,2,8.05,16.1,NA,NA,NA
"498","SUGAR11","arme",2004,2,43.75,87.5,NA,NA,NA
"499","SUGAR11","arme",2014,3,39.2666666666667,117.8,2,12.4,24.8
"500","SUGAR11","hear",2004,3,8.36666666666667,25.1,NA,NA,NA
"501","SUGAR11","hear",2014,1,10.9,10.9,2,6.3,12.6
"502","SUGAR11","psme",2004,4,36.6,146.4,NA,NA,NA
"503","SUGAR11","psme",2014,6,31.5833333333333,189.5,NA,NA,NA
"504","SUGAR12","arme",2004,27,14.6,394.2,NA,NA,NA
"505","SUGAR12","arme",2014,23,17.3695652173913,399.5,5,7.8,39
"506","SUGAR12","hear",2004,1,5.2,5.2,NA,NA,NA
"507","SUGAR13","acma",2004,1,32.7,32.7,NA,NA,NA
"508","SUGAR13","sese",2004,3,75.4333333333333,226.3,NA,NA,NA
"509","SUGAR13","sese",2014,2,48.75,97.5,NA,NA,NA
"510","SUGAR15","acma",2003,3,25.1666666666667,75.5,NA,NA,NA
"511","SUGAR15","acma",2014,3,26,78,NA,NA,NA
"512","SUGAR16","arme",2004,2,35.65,71.3,NA,NA,NA
"513","SUGAR16","arme",2014,2,6.35,12.7,3,6.66666666666667,20
"514","SUGAR16","hear",2004,1,8.5,8.5,NA,NA,NA
"515","SUGAR16","quga",2004,2,12.35,24.7,NA,NA,NA
"516","SUGAR16","quga",2014,2,24.65,49.3,NA,NA,NA
"517","SUGAR17","arcto sp.",2014,1,6.8,6.8,NA,NA,NA
"518","SUGAR17","arma",2003,2,5.5,11,NA,NA,NA
"519","SUGAR17","arme",2003,17,10.7647058823529,183,NA,NA,NA
"520","SUGAR17","arme",2014,17,14.0764705882353,239.3,2,5.95,11.9
"521","SUGAR17","psme",2014,1,6.4,6.4,NA,NA,NA
"522","SUGAR18","quga",2003,1,37,37,NA,NA,NA
"523","SUGAR18","quga",2014,1,37.1,37.1,NA,NA,NA
"524","SUGAR19","arme",2003,4,44.125,176.5,NA,NA,NA
"525","SUGAR19","arme",2014,4,46.15,184.6,NA,NA,NA
"526","SUGAR19","hear",2003,4,7.125,28.5,NA,NA,NA
"527","SUGAR19","hear",2014,4,6.975,27.9,1,5.8,5.8
"528","SUGAR21","psme",2004,1,6.7,6.7,NA,NA,NA
"529","SUGAR21","psme",2014,1,10,10,NA,NA,NA
"530","SUGAR24","psme",2005,1,7.5,7.5,NA,NA,NA
"531","SUGAR24","psme",2014,1,18.7,18.7,NA,NA,NA
"532","SUGAR30","hear",2004,6,6.83333333333333,41,NA,NA,NA
"533","SUGAR30","hear",2014,4,7.3,29.2,1,8,8
"534","SUGAR31","aeca",2005,1,7,7,NA,NA,NA
"535","SUGAR31","quercus sp.",2005,2,13.25,26.5,NA,NA,NA
"536","SUGAR31","quga",2005,24,18.6041666666667,446.5,NA,NA,NA
"537","SUGAR31","quga",2014,19,21.1894736842105,402.6,5,14.06,70.3
"538","SUGAR32","arcto sp.",2014,1,6.1,6.1,NA,NA,NA
"539","SUGAR32","quga",2004,6,23.25,139.5,NA,NA,NA
"540","SUGAR32","quga",2014,6,24.7833333333333,148.7,2,24.95,49.9
"541","SUMTV01","aeca",2004,3,25.0333333333333,75.1,NA,NA,NA
"542","SUMTV01","aeca",2014,3,26.3333333333333,79,NA,NA,NA
"543","SVRP01","arme",2004,1,8.2,8.2,NA,NA,NA
"544","SVRP01","arme",2014,2,9.1,18.2,NA,NA,NA
"545","SVRP01","hear",2004,2,6.6,13.2,NA,NA,NA
"546","SVRP01","hear",2014,3,6.5,19.5,NA,NA,NA
"547","SVRP01","qudo",2014,2,18.25,36.5,NA,NA,NA
"548","SVRP01","quga",2004,3,14.8333333333333,44.5,NA,NA,NA
"549","SVRP02","aeca",2004,1,5,5,NA,NA,NA
"550","SVRP02","aeca",2014,1,5.5,5.5,NA,NA,NA
"551","SVRP02","qudo",2004,1,20.4,20.4,NA,NA,NA
"552","SVRP02","qudo",2014,1,21.7,21.7,NA,NA,NA
"553","SVRP02","quga",2004,1,40.7,40.7,NA,NA,NA
"554","SVRP02","quga",2014,1,30.5,30.5,NA,NA,NA
"555","SWEET01","arma",2003,2,11.775,23.55,NA,NA,NA
"556","SWEET01","psme",2003,8,13.80125,110.41,NA,NA,NA
"557","TELL02","arme",2004,8,14.45,115.6,NA,NA,NA
"558","TELL02","arme",2014,7,15.1428571428571,106,6,9.58333333333333,57.5
"559","TELL02","psme",2014,1,6.4,6.4,NA,NA,NA
"560","TELL03","arcto sp.",2004,2,5.35,10.7,NA,NA,NA
"561","TELL03","arcto sp.",2014,4,5.8,23.2,NA,NA,NA
"562","TELL03","arme",2004,2,9.4,18.8,NA,NA,NA
"563","TELL04","qudo",2004,6,22.4666666666667,134.8,NA,NA,NA
"564","TELL04","qudo",2014,7,28.3857142857143,198.7,NA,NA,NA
"565","TERRI02","psme",2004,2,8.95,17.9,NA,NA,NA
"566","TERRI02","psme",2014,3,8.8,26.4,NA,NA,NA
"567","TERRI02","todi",2004,1,5,5,NA,NA,NA
"568","TERRI03","psme",2004,5,24.64,123.2,NA,NA,NA
"569","TERRI03","psme",2014,7,31.4857142857143,220.4,NA,NA,NA
"570","VOTRU01","quga",2004,22,20.7272727272727,456,NA,NA,NA
"571","WATKI01","aeca",2005,3,7.03333333333333,21.1,NA,NA,NA
"572","WATKI01","aeca",2014,3,8.1,24.3,NA,NA,NA
"573","WATKI01","arme",2005,1,5,5,NA,NA,NA
"574","WATKI01","arme",2014,1,7.8,7.8,NA,NA,NA
"575","WATKI01","qudo",2005,1,27.3,27.3,NA,NA,NA
"576","YAHNG02","arme",2005,1,44,44,NA,NA,NA
"577","YAHNG02","arme",2014,1,45.7,45.7,NA,NA,NA
"578","YAHNG02","quga",2005,1,35.5,35.5,NA,NA,NA
"579","YAHNG02","quga",2014,2,31.35,62.7,NA,NA,NA
"580","YAHNG02","todi",2014,1,8.6,8.6,NA,NA,NA
"581","YAHNG03","sese",2004,1,123,123,NA,NA,NA
"582","YAHNG03","sese",2014,1,136.6,136.6,NA,NA,NA
"583","ZEN01","arme",2004,3,11.3333333333333,34,NA,NA,NA
"584","ZEN01","quga",2004,10,27.09,270.9,NA,NA,NA
"585","ZEN01","quga",2014,8,27.425,219.4,1,14.7,14.7
"586","ZEN02","arme",2004,10,19.89,198.9,NA,NA,NA
"587","ZEN02","arme",2014,10,22.59,225.9,6,7.36666666666667,44.2
